#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
117,"Face Down","The Red Jumpsuit Apparatus",93,6A,93,2023-03-21,03:12,80,"pop punk, emo","Don't You Fake It",2006-01-01,55,0,0,46,0,10,-2,G Minor,4,4wzjNqjKAKDU82e8uMhzmr,USVI20600108,no
118,"Misery Business","Paramore",173,3B,91,2023-03-21,03:31,80,"pop punk, emo","Riot!",2007-06-12,52,0,0,73,0,10,-4,C♯/D♭ Major,4,3l9CW99AHtExIRV4hW2N5m,USAT20702617,no
119,"Sugar, We're Goin Down","Fall Out Boy",162,9B,84,2023-03-21,03:49,83,"emo, pop punk","From Under The Cork Tree",2005-05-03,49,1,0,57,0,10,-5,G Major,4,2TfSHkHiFO4gRztVIkggkE,USIR20500201,no
120,"Mr. Brightside","The Killers",148,3B,91,2023-03-21,03:42,95,"alternative rock","Hot Fuss",2004-00-00,35,0,0,24,0,10,-5,C♯/D♭ Major,4,003vvx7Niy0yvhvHt4a68B,USIR20400274,no
121,"Kids","MGMT",123,11B,93,2023-03-21,05:02,87,"indie","Oracular Spectacular",2007-12-14,45,0,0,17,0,30,-4,A Major,4,1jJci4qxiYcOHhQR247rEU,USSM10702135,no
122,"Pumped Up Kicks","Foster The People",128,4A,71,2023-03-21,03:59,89,"","Torches",2011-05-23,73,14,12,97,0,10,-6,F Minor,4,7w87IxuO7BDcJ3YUqCyMTT,USSM11002931,no
123,"It Ends Tonight","The All-American Rejects",88,8B,63,2023-03-23,04:04,69,"pop punk, emo","Move Along",2005-07-12,45,0,0,31,0,10,-5,C Major,4,5ZqNz8GXWpkb95f7aVxTA0,USDW10500174,no
124,"Lucky Strike","Maroon 5",144,10A,75,2023-03-21,03:05,65,"pop","Overexposed Track By Track",2012-01-01,67,0,0,45,0,10,-5,B Minor,4,4rpzPAbwJboZQw2p9T5T3f,USUM71204772,no
125,"50 Ways to Say Goodbye","Train",140,2B,94,2023-03-21,04:07,74,"soft pop","California 37",2012-04-17,59,0,0,74,0,10,-3,F#/G♭ Major,4,2NniAhAtkRACaMeYt48xlD,USSM11201533,no
126,"The Fighter","Gym Class Heroes,Ryan Tedder",99,9B,93,2023-03-21,03:48,62,"","The Papercut Chronicles II",2011-11-11,59,8,0,43,10,10,-3,G Major,4,77ZdAoTHYoF6Umo76HFD4m,USAT21102798,no
127,"Dirty Little Secret","The All-American Rejects",144,6B,96,2023-03-21,03:13,84,"pop punk, emo","Move Along",2005-07-12,47,0,0,46,0,50,-4,A#/B♭ Major,4,5ZdzNVOmCSp5HFLk0EgvJS,USDW10500128,no
128,"Natural","Imagine Dragons",100,10B,61,2023-03-21,03:09,83,"","Origins (Deluxe)",2018-11-09,70,22,0,22,0,0,-6,D Major,4,2FY7b99s15jUprqC0M5NCT,USUM71806694,no
129,"Wolf in Sheep's Clothing","Set It Off,William Beckett",165,10A,91,2023-03-21,03:07,64,"","Duality",2014-10-14,45,0,0,71,0,40,-4,B Minor,4,55Fpeuuc2sbQiy74eA1gTt,ITH711400134,yes
130,"Sweetness","Jimmy Eat World",135,7B,90,2023-03-23,03:40,74,"emo, pop punk","Bleed American",2001-07-17,49,0,0,60,0,20,-4,F Major,4,429IbFR4yp2J81CeTwF5iY,USDW10110258,no
131,"Light Switch","Charlie Puth",184,2B,63,2023-03-21,03:07,76,"soft pop","CHARLIE",2022-10-06,69,11,0,91,30,0,-6,F#/G♭ Major,4,1jEBSDN5vYViJQr78W7jr2,USAT22107359,no
132,"STAY (with Justin Bieber)","The Kid LAROI,Justin Bieber",170,3B,76,2023-03-21,02:21,87,"","F*CK LOVE 3+: OVER YOU",2021-07-27,59,4,0,48,0,10,-5,C♯/D♭ Major,4,567e29TDzLwZwfDuEpGTwo,USSM12103949,yes
133,"Leave Before You Love Me (with Jonas Brothers)","Marshmello,Jonas Brothers",120,9B,74,2023-03-21,02:34,83,"edm, ","Leave Before You Love Me",2021-05-21,72,0,0,64,0,10,-5,G Major,4,4qu63nuBpdn0qHUHuObEj1,USUG12102313,no
134,"Whatever It Takes","Imagine Dragons",135,3A,66,2023-03-21,03:21,85,"","Evolve",2017-06-23,67,4,0,56,0,10,-5,A#/B♭ Minor,4,6Qn5zhYkTa37e91HC1D7lb,USUM71703515,no
135,"Love Story","Taylor Swift",119,10B,74,2023-03-21,03:56,81,"","Fearless (Big Machine Radio Release Special)",2008-11-11,62,13,0,31,0,0,-4,D Major,4,1D4PL9B8gOg78jiHg3FvBb,USCJY0803275,no
136,"Numb","Marshmello,Khalid",120,5A,77,2023-03-21,02:35,74,"edm, ","Numb",2022-06-10,91,12,1,63,0,10,-5,C Minor,4,10xV5l9nhLvFpR8mqzs0bL,USRC12202117,no
137,"I'm with You","Avril Lavigne",152,11B,41,2023-03-21,03:43,78,"","Let Go",2002-06-04,46,8,0,21,0,10,-7,A Major,3,1jlG3KJ3gdYmhfuySFfpO1,USAR10200224,no
138,"The Reason","Hoobastank",83,12B,67,2023-03-21,03:52,8,"nu metal","The Reason (15th Anniversary Deluxe)",2003-12-09,47,1,0,7,0,10,-5,E Major,4,77loZpT5Y5PRP1S451P9Yz,USIR20300704,no
139,"Unholy (feat. Kim Petras)","Sam Smith,Kim Petras",131,10B,45,2023-03-21,02:36,76,"soft pop, ","Gloria",2023-01-27,72,1,0,22,0,30,-7,D Major,4,0NZPBYD5qbEWRs3PrGiRkT,GBUM72205415,no
140,"Sweet Nothing (feat. Florence Welch)","Calvin Harris,Florence Welch",128,1A,93,2023-03-21,03:32,81,"edm, ","18 Months",2012-10-29,57,20,0,58,10,0,-4,G#/A♭ Minor,4,24LS4lQShWyixJ0ZrJXfJ5,GBARL1201392,no
141,"Hips Don't Lie (feat. Wyclef Jean)","Shakira,Wyclef Jean",100,3A,82,2023-03-20,03:38,20,"latin pop, ","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,78,28,0,76,0,40,-6,A#/B♭ Minor,4,3ZFTkvIE7kyPt6Nu3PEa7V,USSM10600677,no
142,"Do What U Want","Lady Gaga,Christina Aguilera",97,11B,80,2023-03-21,03:36,67,"art pop, pop, ","Do What U Want",2013-10-21,78,35,0,53,0,0,-5,A Major,4,5XKXMWPACPq51OiqzxenZo,USUM71320321,yes
143,"Elastic Heart","Sia",130,11B,79,2023-03-21,04:17,81,"","1000 Forms Of Fear",2014-07-04,42,1,0,50,0,10,-5,A Major,4,6kwAbEjseqBob48jCus7Sz,USRC11400976,no
144,"Love Me Harder","Ariana Grande,The Weeknd",99,12A,71,2023-03-21,03:56,89,"pop, ","My Everything (Deluxe)",2014-08-22,49,1,0,24,0,0,-4,C♯/D♭ Minor,4,5J4ZkQpzMUFojo1CtAZYpn,USUM71409728,no
145,"Style","Taylor Swift",95,9B,79,2023-03-21,03:51,86,"","1989 (Deluxe)",2014-01-01,59,0,0,49,0,10,-6,G Major,4,0ug5NqcwcFR2xrfTkc7k8e,USCJY1431319,no
146,"Ain't My Fault","Zara Larsson",141,11A,78,2023-03-21,03:44,76,"","So Good",2017-03-17,58,1,0,36,0,20,-5,F#/G♭ Minor,4,0ADG9OgdVTL7fgREP75BrZ,USSM11607151,no
147,"Break Free","Ariana Grande,Zedd",130,6A,70,2023-03-20,03:34,86,"pop, edm","My Everything (Deluxe)",2014-08-22,69,1,0,29,0,20,-5,G Minor,4,12KUFSHFgT0XCoiSlvdQi4,USUM71409719,no
148,"Bounce (feat. Kelis) - Radio Edit","Calvin Harris,Kelis",128,7A,96,2023-03-21,03:42,65,"edm, ","18 Months",2012-10-29,78,3,49,76,0,60,-2,D Minor,4,36cmM3MBMWWCFIiQ90U4J8,GBARL1100468,no
149,"REMEDY","Alesso",120,8B,78,2023-03-21,03:10,65,"edm","REMEDY",2018-08-31,60,27,0,49,0,0,-5,C Major,4,6jreFSOTUAViWjKyzOC4Kg,USUM71813046,no
150,"Spectrum (Say My Name) - Calvin Harris Remix","Florence + The Machine,Calvin Harris",126,10A,95,2023-03-21,03:38,74,"baroque pop, edm","Ceremonials",2011-00-00,58,0,0,59,0,10,-4,B Minor,4,57yeWyaoeTt26p0dlEZukQ,GBUM71203723,no
151,"When I’m Gone (with Katy Perry)","Alesso,Katy Perry",125,8B,89,2023-03-21,02:41,68,"edm, pop","When I’m Gone (with Katy Perry)",2021-12-29,69,3,0,62,0,40,-4,C Major,4,5902W4uHWzhtOff1UK7the,USUG12106230,no
152,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5,Megan Thee Stallion",99,6B,68,2023-03-21,03:47,79,"pop, ","JORDI (Deluxe)",2021-06-11,71,4,0,72,0,10,-5,A#/B♭ Major,4,5zFglKYiknIxks8geR8rcL,USUM72103449,no
153,"The Motto","Tiësto,Ava Max",118,6A,76,2023-03-21,02:44,74,"edm, trance, big room, ","The Motto",2021-11-04,75,3,0,46,0,0,-5,G Minor,4,18asYwWugKjjsihZ0YvRxO,CYA112001070,no
154,"So What","P!nk",126,10A,87,2023-03-20,03:35,80,"","Funhouse (Expanded Edition)",2008-10-24,53,0,0,46,0,20,-3,B Minor,4,0JiY190vktuhSGN6aqJdrt,USLF20800067,yes
155,"Keep Holding On","Avril Lavigne",161,9B,79,2023-03-21,03:59,66,"","The Best Damn Thing (Expanded Edition)",2007-04-17,16,4,0,14,0,10,-2,G Major,3,4UPcXTh26ilb7owtuyHqNI,USRC10602180,no
156,"Rock N Roll","Avril Lavigne",184,5A,96,2023-03-21,03:26,60,"","Avril Lavigne (Expanded Edition)",2013-11-01,47,1,0,67,10,30,-3,C Minor,4,471JGLzHPrgM4lS9mNOEIt,USSM11304458,yes
157,"Fuck You","Lily Allen",130,12A,90,2023-03-20,03:39,64,"","It's Not Me, It's You",2009-02-06,78,3,0,84,0,0,-4,C♯/D♭ Minor,4,5st5644IlBmKiiRE73UsoZ,GBAYE0802265,yes
158,"Smile","Avril Lavigne",105,12A,85,2023-03-21,03:29,66,"","Goodbye Lullaby (Expanded Edition)",2011-03-08,63,0,0,65,0,0,-4,C♯/D♭ Minor,4,4bia7OWZPoswlzXCqESYrR,USRC11100011,yes
159,"U + Ur Hand","P!nk",141,8B,89,2023-03-21,03:34,75,"","I'm Not Dead",2006-04-04,71,0,0,89,0,0,-4,C Major,4,1iOJQhxKSJ7dg3Dk03yPnl,USLF20500242,yes
160,"My Happy Ending","Avril Lavigne",170,10B,94,2023-03-21,04:02,77,"","Under My Skin",2004-00-00,41,0,0,74,0,30,-2,D Major,4,6sqNctd7MlJoKDOxPVCAvU,USAR10400486,yes
161,"Die Young","Kesha",128,12A,70,2023-03-20,03:31,84,"","Warrior (Expanded Edition)",2012-11-30,71,0,0,80,0,20,-5,C♯/D♭ Minor,4,7EQGXaVSyEDsCWKmUcfpLk,USRC11201008,no
162,"What the Hell","Avril Lavigne",150,11A,93,2023-03-20,03:40,79,"","Goodbye Lullaby (Expanded Edition)",2011-03-08,58,0,1,88,0,10,-4,F#/G♭ Minor,4,2z4U9d5OAA4YLNXoCgioxo,USRC11000915,no
163,"Crazy Kids","Kesha",128,5A,71,2023-03-21,03:50,58,"","Warrior (Expanded Edition)",2012-11-30,74,1,1,48,0,10,-5,C Minor,4,1sNctqVr9zdS7i1RZNjIgY,USRC11201137,yes
164,"Rain Over Me (feat. Marc Anthony)","Pitbull,Marc Anthony",128,8B,91,2023-03-21,03:51,81,"salsa, merengue, bachata, latin, latin pop","Planet Pit (Deluxe Version)",2011-06-17,61,0,0,29,0,70,-2,C Major,4,2cZrrQMjB63c0iIugYH9zS,USJAY1100071,no
165,"DJ Got Us Fallin' In Love (feat. Pitbull)","USHER,Pitbull",120,6A,86,2023-03-21,03:40,88,"r&b, ","Raymond v Raymond (Expanded Edition)",2010-03-30,66,3,0,65,10,0,-3,G Minor,4,4356Typ82hUiFAynbLYbPn,USLF21000041,no
166,"I Am Machine","Three Days Grace",75,7A,97,2023-03-22,03:21,72,"post-grunge, rock","Human",2015-03-30,40,0,0,48,0,10,-5,D Minor,4,2UDumaw7osnyjH7RZ2DLpB,USRC11402105,no
167,"Years - Radio Edit","Alesso,Matthew Koma",128,10B,82,2023-03-21,03:15,61,"edm, ","Years",2012-01-01,37,0,0,32,0,10,-6,D Major,4,2KrHwwnKAfSDdOStftigJm,GBJ4B1200099,no
168,"Immortals - From  Big Hero 6”","Fall Out Boy",108,10B,87,2023-03-21,03:13,59,"emo, pop punk","Immortals (From  Big Hero 6”)",2014-01-01,70,0,0,77,0,30,-6,D Major,4,7iyIleLfoTXbUVlch3CVFw,USWD11469080,no
169,"Perfect Melody","Jonas Blue,Julian Perretta",118,1A,77,2023-03-21,02:39,60,"tropical house, ","Perfect Melody",2022-05-27,82,10,0,55,0,0,-6,G#/A♭ Minor,4,17XwUcwd6SmoypiA3tIwHH,GBUM72202782,no
170,"HandClap","Fitz and The Tantrums",140,4B,84,2023-03-21,03:13,76,"","Fitz and The Tantrums",2016-06-10,64,1,0,72,0,0,-3,G#/A♭ Major,4,7j56HrjR9cGzvekvZY3Faz,USAT21600408,no
171,"Weak","AJR",124,7B,64,2023-03-21,03:21,63,"","The Click",2017-06-30,67,14,0,68,0,10,-5,F Major,4,3BuLtAmXKy5uQYl4ED1zBT,USKFE1620002,no
172,"Thunder","Imagine Dragons",168,8B,82,2023-03-21,03:07,88,"","Evolve",2017-06-23,60,1,13,29,0,10,-5,C Major,4,1zB4vmk8tFRmM9UULNzbLB,USUM71704167,no
173,"If U Seek Amy","Britney Spears",130,9A,59,2023-03-20,03:36,76,"pop","Circus (Deluxe Version)",2008-12-02,72,2,0,54,0,0,-7,E Minor,4,2hdy9Wt9qp7M7d0U3ossu2,USJI10801329,no
174,"How to Be a Heartbreaker","MARINA",140,10A,90,2023-03-20,03:41,72,"","Electra Heart (Deluxe)",2012-04-27,69,1,0,85,0,10,-5,B Minor,4,2sEk5R8ErGIFxbZ7rX6S2S,GBFFS1200077,no
175,"Youngblood","5 Seconds of Summer",120,6A,85,2023-03-22,03:23,83,"","Youngblood (Deluxe)",2018-06-15,60,2,0,15,40,10,-5,G Minor,4,2iUXsYOEPhVqEBwsqP70rE,GBUM71800366,no
176,"Bad Blood","Taylor Swift",170,9B,80,2023-03-21,03:31,75,"","1989",2014-01-01,65,9,0,30,10,10,-6,G Major,4,0TvQLMecTE8utzoNmvXRbK,USCJY1431369,no
177,"I Knew You Were Trouble.","Taylor Swift",77,2A,47,2023-03-20,03:39,81,"","Red (Big Machine Radio Release Special)",2012-10-22,62,0,0,68,0,0,-7,D#/E♭ Minor,4,6FB3v4YcR57y4tXFcdxI1E,USCJY1231039,no
178,"SNAP","Rosa Linn",170,8B,64,2023-03-21,02:59,10,"","SNAP",2022-03-19,56,11,0,53,0,40,-8,C Major,4,76OGwb5RA9h4FxQPT33ekc,USSM12207342,no
179,"Girlfriend","Avril Lavigne",164,9B,96,2023-03-20,03:36,82,"","The Best Damn Thing (Expanded Edition)",2007-04-17,56,0,0,67,10,20,-2,G Major,4,45hOioMDJktr86iKDHC8gr,USRC10700021,yes
180,"Judas","Lady Gaga",131,3A,93,2023-03-21,04:09,84,"art pop, pop","Born This Way (International Special Edition Version)",2011-05-23,66,0,0,53,0,20,-4,A#/B♭ Minor,4,7F25roCtYi55JouckaayPC,USUM71104998,no
181,"The Greatest","Sia",192,3A,79,2023-03-21,03:30,80,"","This Is Acting (Deluxe Version)",2016-10-21,64,2,0,69,10,0,-6,A#/B♭ Minor,4,6bLopGnirdrilrpdVB6Um1,USRC11601818,no
182,"Wake Me Up","Avicii",124,10B,78,2023-03-20,04:07,89,"edm","True",2013-09-16,53,0,0,64,0,10,-6,D Major,4,0nrRP2bk19rLc0orkWPQk2,SEUM71301326,no
183,"Love Me Again","John Newman",126,7A,89,2023-03-20,03:59,84,"","Tribute",2013-01-01,50,0,0,21,0,10,-5,D Minor,4,5TbzAWWc5eJaANpA9kfGCd,GBUM71301538,no
184,"I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte",125,2B,88,2023-03-22,04:04,57,"pop punk, punk, emo","Good Morning Revival",2008-05-20,64,2,0,57,0,10,-3,F#/G♭ Major,4,6BLLQndvA0rLbLcIZmuuEJ,USSM10607447,no
185,"The Middle","Jimmy Eat World",162,10B,85,2023-03-22,02:45,85,"emo, pop punk","Bleed American",2001-07-17,64,4,0,90,0,0,-5,D Major,4,6GG73Jik4jUlQCkKg9JuGO,USDW10110256,no
186,"In Too Deep","Sum 41",116,11B,84,2023-03-22,03:27,80,"pop punk, punk, skate punk","All Killer, No Filler",2001-01-01,57,0,0,76,0,0,-6,A Major,4,1HNE2PX70ztbEl6MLxrpNL,USIR20110114,no
187,"You're Gonna Go Far, Kid","The Offspring",126,8B,92,2023-03-22,02:57,85,"punk, skate punk","Rise And Fall, Rage And Grace",2008-06-17,55,0,0,60,0,20,-3,C Major,4,6TfBA04WJ3X1d1wXhaCFVT,USSM10801605,yes
188,"The Pretender","Foo Fighters",173,11B,96,2023-03-22,04:29,82,"rock, post-grunge, alternative rock, grunge","Echoes, Silence, Patience & Grace",2007-09-25,43,0,0,37,0,0,-4,A Major,4,7x8dCjCr0x6x2lXKujYD34,USRW30700007,no
189,"Seven Nation Army","The White Stripes",124,9A,45,2023-03-22,03:52,88,"garage rock, blues rock, rock, alternative rock","Elephant",2003-04-01,74,0,12,28,0,30,-8,E Minor,4,3dPQuX8Gs42Y7b454ybpMR,USVT10300001,no
190,"Red Flag","Billy Talent",183,10B,87,2023-03-22,03:18,71,"punk","Billy Talent II",2006-06-23,56,0,0,73,10,0,-7,D Major,4,2RZWdE8kYPlCAcRUYDeuLC,USAT20612281,no
191,"Chop Suey!","System Of A Down",127,6A,93,2023-03-22,03:30,88,"nu metal, metal, alternative metal, rap metal, rock","Toxicity",2001-09-04,42,0,0,29,10,10,-4,G Minor,4,2DlHlPMa4M17kufBvI2lEN,USSM10107256,no
192,"Last Resort","Papa Roach",91,9A,89,2023-03-22,03:19,87,"nu metal, rap metal, alternative metal, rap rock, rock","Infest",2000-04-25,59,0,0,69,0,20,-4,E Minor,4,5W8YXBz9MTIDyrpYaCg2Ky,USDW10021712,yes
193,"Kryptonite","3 Doors Down",99,10A,87,2023-03-22,03:53,86,"post-grunge","The Better Life",2000-00-00,55,1,0,54,0,10,-6,B Minor,4,6ZOBP3NvffbU4SZcrnt1k6,USUR19980187,no
194,"Somebody Told Me","The Killers",138,3A,97,2023-03-22,03:17,86,"alternative rock","Hot Fuss",2004-00-00,50,0,0,69,0,10,-5,A#/B♭ Minor,4,6PwjJ58I4t7Mae9xfZ9l9v,USIR20400195,no
195,"La La La","Naughty Boy,Sam Smith",125,11A,65,2023-03-20,03:42,81,"soft pop","Hotel Cabana (Deluxe Version)",2013-01-01,77,11,0,26,0,0,-5,F#/G♭ Minor,4,3wPPWcVuinAU7dXcJXtCID,GBAAA1300148,no
196,"Dive","Hot Shade,Mike Perry,Chris James",124,12B,79,2023-03-21,02:44,60,"tropical house, ","Dive",2019-12-20,65,1,0,41,0,10,-5,E Major,4,2aXC0fD6qziwlOZZqhCqTd,SE3AA1900018,no
197,"Rule The World","GAMPER & DADONI,ILIRA",126,4B,63,2023-03-21,02:50,59,"tropical house, ","Rule The World",2020-11-06,72,1,0,44,10,20,-8,G#/A♭ Major,4,22sKunNSPMCy2lvSLOY5yX,NLQ8X1700080,no
198,"Hallucination","Regard,Olly Alexander (Years & Years)",123,11A,79,2023-03-21,02:54,61,"","Hallucination",2022-02-18,69,1,0,67,0,30,-5,F#/G♭ Minor,4,7y3c1oJMY1CwwtOZ84Qovu,GBCEN2200007,yes
199,"Tell It To My Heart","MEDUZA,Hozier",124,10A,72,2023-03-21,02:45,63,"","Tell It To My Heart",2021-10-29,54,3,0,49,0,60,-7,B Minor,4,46nvQpUDsxpS08UTFOeKTA,GBUM72106958,no
200,"Am I Wrong","Nico & Vinz",120,4B,68,2023-03-20,04:05,84,"","Black Star Elephant",2014-00-00,73,18,0,78,0,50,-6,G#/A♭ Major,4,1fidCEsYlaVE3pHwKCvpFZ,USWB11304681,no
201,"Waves - Robin Schulz Radio Edit","Mr. Probz,Robin Schulz",120,4A,51,2023-03-20,03:28,85,"tropical house","Waves (Robin Schulz Radio Edit)",2014-02-07,83,1,0,45,0,0,-9,F Minor,4,1HFfMOxCAT4GAwaPfCdmUs,NLB8R1400002,no
202,"It's Not My Time","3 Doors Down",128,8B,93,2023-03-23,04:01,66,"post-grunge","3 Doors Down",2008-01-01,53,0,0,28,0,10,-5,C Major,4,3DelzIn0lPwX4PeOJk9zDF,USUM70803427,no
203,"Addicted","Saving Abel",138,9B,86,2023-03-23,03:42,74,"post-grunge","Saving Abel",2008-01-01,51,0,0,53,0,10,-4,G Major,4,3pxCXv0NACYfYnLjFcQW5D,USVI20701296,yes
204,"The Days","Avicii",127,8B,72,2023-03-21,04:38,69,"edm","The Days / Nights",2014-01-01,59,4,0,53,0,10,-3,C Major,4,5Iy2Jj87Ha0C0IBlNE1I4y,CH3131340471,no
205,"The Edge Of Glory","Lady Gaga",128,11B,77,2023-03-20,05:20,71,"art pop, pop","Born This Way (International Special Edition Version)",2011-05-23,58,0,2,36,0,10,-6,A Major,4,57F80059mWaWFvWG3tBTbO,USUM71106458,no
206,"Want U Back","Cher Lloyd",98,11B,89,2023-03-20,03:34,68,"","Sticks & Stones",2011-11-07,70,7,0,57,0,40,-3,A Major,4,5InWRmnfgjVwQWoXHNBATu,GBHMU1100104,no
207,"Last Friday Night (T.G.I.F.)","Katy Perry",126,2A,81,2023-03-20,03:50,71,"pop","Teenage Dream",2010-08-24,65,0,0,73,0,60,-4,D#/E♭ Minor,4,3oHNJECGN3bBoGXejlw2b1,USCA21001264,no
208,"Only Girl (In The World)","Rihanna",126,10A,71,2023-03-20,03:55,90,"","Loud",2010-01-01,79,11,0,64,0,0,-4,B Minor,4,2ENexcMEMsYk0rVJigVD3i,USUM71023200,no
209,"I Wanna Go","Britney Spears",130,7B,55,2023-03-20,03:30,70,"pop","Femme Fatale (Deluxe Version)",2011-03-28,70,0,0,79,0,30,-7,F Major,4,5cCAZS9VhLGEDV4NCfieeg,USJI11100095,no
210,"Paralyzer","Finger Eleven",106,10A,94,2023-03-23,03:28,81,"","Them Vs. You Vs. Me (Deluxe Edition)",2007-01-01,64,16,0,86,0,20,-3,B Minor,4,28IEbk5a7twNTbUEvWslUb,USWU30700001,yes
211,"Smooth Criminal","Alien Ant Farm",127,8A,96,2023-03-23,03:29,78,"nu metal, alternative metal","Anthology",2001-01-01,65,0,1,87,0,10,-4,A Minor,4,5z6xHjCZr7a7AIcy8sPBKy,USDW10022224,no
212,"Headstrong","Trapt",185,9A,90,2023-03-23,04:46,77,"post-grunge","Trapt",2002-11-05,49,0,0,53,10,10,-6,E Minor,4,1AEYT6VxrxXPMoQUxsY0E4,USWB10201991,no
213,"Bodies","Drowning Pool",131,9A,93,2023-03-23,03:21,83,"nu metal, alternative metal, rap metal, metal","Sinner",2001-01-01,66,0,0,54,0,10,-3,E Minor,4,7CpbhqKUedOIrcvc94p60Y,USWU30006502,no
214,"Say It Right","Nelly Furtado",117,3B,87,2023-03-21,03:43,86,"","Loose",2006-01-01,87,5,0,81,10,0,-6,C♯/D♭ Major,4,2aI21FnmY7TJVKeMaoQZ0t,USUM70603368,no
215,"Bad Romance","Lady Gaga",119,8B,92,2023-03-20,04:54,89,"art pop, pop","The Fame Monster (Deluxe Edition)",2009-11-05,70,0,0,71,0,0,-4,C Major,4,0SiywuOBRcynK0uKGWdCnn,USUM70918596,yes
216,"Rude","MAGIC!",144,3B,76,2023-03-23,03:44,88,"","Don't Kill the Magic",2014-06-25,77,4,0,93,0,30,-5,C♯/D♭ Major,4,6RtPijgfPKROxEzTHNRiDp,CAV161300016,no
217,"Cheerleader (Felix Jaehn Remix) - Radio Edit","OMI,felix jaehn",118,12B,69,2023-03-23,03:00,86,"tropical house","Me 4 U",2015-10-16,78,17,0,60,0,10,-6,E Major,4,7vFoFDWqTX0mHzLfrF1Cfy,USUS11202574,no
218,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner,Seeb",102,6A,71,2023-03-23,03:17,87,"","At Night, Alone.",2016-05-06,66,4,0,71,10,0,-7,G Minor,4,0vbtURX4qv1l7besfwmnD8,USUM71509342,yes
219,"Hymn for the Weekend - Seeb Remix","Coldplay,Seeb",102,5A,85,2023-03-23,03:32,72,"","Hymn for the Weekend (Seeb Remix)",2016-03-25,56,1,0,43,0,10,-4,C Minor,4,6s3GEN8wK0OMzzzZbXj0fu,GBAYE1600763,no
220,"Breathe","Seeb,Neev",120,6A,75,2023-03-23,04:00,58,"","Breathe",2016-03-11,51,1,0,38,10,30,-6,G Minor,4,0CvTKt7jr68v4YEg9oATjX,NOUM71600075,no
221,"Diamonds","Rihanna",92,10A,71,2023-03-20,03:45,59,"","Unapologetic (Deluxe)",2012-12-10,56,0,0,40,0,10,-5,B Minor,4,4JQSMg83F8qYwSBt5xOXsQ,USUM71211793,no
222,"Problem","Ariana Grande,Iggy Azalea",103,12A,81,2023-03-20,03:13,83,"pop, ","My Everything (Deluxe)",2014-08-22,66,2,0,63,10,10,-5,C♯/D♭ Minor,4,7vS3Y0IKjde7Xg85LWIEdP,USUM71405403,no
223,"This Is How We Do","Katy Perry",96,8A,64,2023-03-20,03:24,64,"pop","PRISM",2013-01-01,69,2,0,80,0,10,-6,A Minor,4,7GCElX2eJA5t0AFWw3WzKn,USUM71311297,no
224,"Chandelier","Sia",117,3B,79,2023-03-20,03:36,85,"","1000 Forms Of Fear",2014-07-04,40,2,0,57,0,0,-3,C♯/D♭ Major,5,4VrWlk8IQxevMvERoX08iC,USRC11400498,no
225,"Black Widow","Iggy Azalea,Rita Ora",164,2A,72,2023-03-20,03:29,71,"","The New Classic",2014-01-01,74,19,0,51,10,10,-4,D#/E♭ Minor,4,71vsEyBd4X1D5BUmLdFSVH,GBUM71401093,yes
226,"In The End","Black Veil Brides",140,4B,94,2023-03-21,03:48,73,"emo, screamo","Wretched And Divine: The Story Of The Wild Ones",2012-01-01,44,0,1,27,0,0,-4,G#/A♭ Major,4,1RTYixE1DD3g3upEpmCJpa,USUM71212602,no
227,"Painkiller","Three Days Grace",178,11B,95,2023-03-21,02:58,73,"post-grunge, rock","Human",2015-03-30,38,0,0,44,0,0,-4,A Major,4,6OMO6WdRhSfjMPAiPT94wH,USRC11400506,no
228,"Best Day Of My Life","American Authors",100,10B,90,2023-03-21,03:14,85,"","Oh, What A Life",2014-01-01,67,6,0,54,0,0,-2,D Major,4,5Hroj5K7vLpIG4FNCRIjbP,USUM71302187,no
229,"The Vengeful One","Disturbed",170,9A,97,2023-03-21,04:12,69,"metal, nu metal, alternative metal, rap metal, hard rock","Immortalized (Deluxe Edition)",2015-08-14,24,0,0,58,10,20,-3,E Minor,4,3jjU4Pky1ja5J1onU6ei4T,USRE11500172,no
230,"I Miss the Misery","Halestorm",164,8B,97,2023-03-21,03:03,70,"","The Strange Case of...",2012-04-03,47,1,0,48,0,30,-2,C Major,4,60rHc4AkLlP4XVSATvBb6K,USAT21200150,no
231,"You're Going Down","SICK PUPPIES",90,2B,83,2023-03-21,03:07,64,"","Tri-Polar (International Version)",2009-00-00,49,1,0,39,0,10,-6,F#/G♭ Major,4,5FQXMRDSTkn9fowDJ3kZo8,USVI20900226,yes
232,"BO$$","Fifth Harmony",103,11B,87,2023-03-20,02:51,61,"","Reflection (Deluxe)",2015-01-30,81,1,0,74,10,0,-5,A Major,4,1COvXs6jaykXC73h9OSBVM,USSM11404393,no
